pdf,quantidade,descricao,valor_unitario,valor_total
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM R$ 811,19",811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM R$ 811,19",811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM R$ 811,19",811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,811.19,811.19
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 128GB 6GB RAM,681.15,681.15
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 128GB 6GB RAM,681.15,681.15
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 128GB 6GB RAM,681.15,681.15
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 128GB 6GB RAM,681.15,681.15
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 128GB 6GB RAM,681.15,681.15
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 128GB 6GB RAM,681.15,681.15
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 128GB 6GB RAM,681.15,681.15
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 128GB 6GB RAM,681.15,681.15
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 128GB 6GB RAM,681.15,681.15
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 128GB 6GB RAM,681.15,681.15
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 256GB 8GB RAM,1238.46,1238.46
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 256GB 8GB RAM,1238.46,1238.46
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 256GB 8GB RAM,1238.46,1238.46
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 256GB 8GB RAM,1238.46,1238.46
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 256GB 8GB RAM,1238.46,1238.46
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 256GB 8GB RAM,1238.46,1238.46
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 256GB 8GB RAM,1238.46,1238.46
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 PRO+ 5G 256GB 8GB RAM,1232.27,1232.27
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 PRO+ 5G 256GB 8GB RAM,1232.27,1232.27
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13 256GB 8GB RAM,761.65,761.65
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13 256GB 8GB RAM,761.65,761.65
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C 128GB 4GB RAM,571.24,571.24
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C 128GB 4GB RAM,571.24,571.24
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C 128GB 4GB RAM,571.24,571.24
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C 128GB 4GB RAM,571.24,571.24
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C 128GB 4GB RAM,571.24,571.24
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C 128GB 4GB RAM,571.24,571.24
ADM 0800100_0738_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C 128GB 4GB RAM,571.24,571.24
