PDF,Quantidade,Descrição,Valor (texto),Valor (numérico),Linha Original
ADM 0800100_0735_2025 de 30_09_2025.PDF,2,SMARTPHONE XIAOMI POCO M6 PRO 512GB CHINA NR DE SERIE NO,"2.114,54",R$ 2114.54,"2,00 un SMARTPHONE XIAOMI POCO M6 PRO 512GB CHINA NR DE SERIE NO PROC 10835.721531/2025-37///R$ 2.114,54"
ADM 0800100_0735_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C 256GB CHINA NR DE SERIE NO,"540,38",R$ 540.38,"1,00 un SMARTPHONE XIAOMI REDMI 14C 256GB CHINA NR DE SERIE NO PROC 10835.721531/2025-37///R$ 540,38"
ADM 0800100_0735_2025 de 30_09_2025.PDF,2,SMARTPHONE XIAOMI POCO C75 128GB CHINA NR DE SERIE NO,"939,80",R$ 939.80,"2,00 un SMARTPHONE XIAOMI POCO C75 128GB CHINA NR DE SERIE NO PROC 10835.721531/2025-37///R$ 939,80"
ADM 0800100_0735_2025 de 30_09_2025.PDF,2,SMARTPHONE XIAOMI REDMI 14C 128GB CHINA NR DE SERIE NO,"910,42",R$ 910.42,"2,00 un SMARTPHONE XIAOMI REDMI 14C 128GB CHINA NR DE SERIE NO PROC 10835.721531/2025-37///R$ 910,42"
ADM 0800100_0735_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C 128GB ORIGEM NAO IDENTIFICADA,"455,21",R$ 455.21,"1,00 un SMARTPHONE XIAOMI REDMI 14C 128GB ORIGEM NAO IDENTIFICADA NR DE SERIE NO PROC 10835.721531/2025-37///R$ 455,21"
ADM 0800100_0735_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 512 GB ORIGEM NAO,"1.621,19",R$ 1621.19,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO 512 GB ORIGEM NAO INDENTIFICADA. 50893;V4UM00061///R$ 1.621,19"
ADM 0800100_0735_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME NOTE 60 256GB CHINA 861616072278550,"551,89",R$ 551.89,"1,00 un SMARTPHONE REALME NOTE 60 256GB CHINA 861616072278550/// R$ 551,89"
ADM 0800100_0735_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13 256GB CHINA,"612,26",R$ 612.26,"1,00 un SMARTPHONE XIAOMI REDMI 13 256GB CHINA/// R$ 612,26"
ADM 0800100_0735_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 14 256GB CHINA,"832,15",R$ 832.15,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 14 256GB CHINA/// R$ 832,15"
ADM 0800100_0735_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO 256 GB CHINA,"909,36",R$ 909.36,"1,00 un SMARTPHONE XIAOMI POCO M6 PRO 256 GB CHINA 53043;W4ZJ02019///R$ 909,36"
ADM 0800100_0735_2025 de 30_09_2025.PDF,2,SMARTPHONE XIAOMI POCO X6 PRO 5G 512 GB CHINA,"2.897,88",R$ 2897.88,"2,00 un SMARTPHONE XIAOMI POCO X6 PRO 5G 512 GB CHINA/// R$ 2.897,88"
ADM 0800100_0735_2025 de 30_09_2025.PDF,12,SMARTPHONE XIAOMI REDMI NOTE 13 512 GB ORIGEM NAO,"16.791,36",R$ 16791.36,"12,00 un SMARTPHONE XIAOMI REDMI NOTE 13 512 GB ORIGEM NAO INDENTIFICADA///R$ 16.791,36"
ADM 0800100_0735_2025 de 30_09_2025.PDF,5,SMARTPHONE XIAOMI REDMI NOTE 13 512 GB CHINA,"6.996,40",R$ 6996.40,"5,00 un SMARTPHONE XIAOMI REDMI NOTE 13 512 GB CHINA/// R$ 6.996,40"
ADM 0800100_0735_2025 de 30_09_2025.PDF,13,SMARTPHONE XIAOMI POCO C75 256 GB CHINA,"7.823,14",R$ 7823.14,"13,00 un SMARTPHONE XIAOMI POCO C75 256 GB CHINA/// R$ 7.823,14"
ADM 0800100_0735_2025 de 30_09_2025.PDF,14,SMARTPHONE XIAOMI REDMI 14C 256GB CHINA,"7.688,80",R$ 7688.80,"14,00 un SMARTPHONE XIAOMI REDMI 14C 256GB CHINA/// R$ 7.688,80"
ADM 0800100_0735_2025 de 30_09_2025.PDF,4,"SMARTPHONE SEM INDENTIFICACAO, APARENTA SER REDMI 14C","1.799,48",R$ 1799.48,"4,00 un SMARTPHONE SEM INDENTIFICACAO, APARENTA SER REDMI 14C/// R$ 1.799,48"
ADM 0800100_0735_2025 de 30_09_2025.PDF,11,SMARTPHONE XIAOMI POCO C75 256GB CHINA,"6.940,12",R$ 6940.12,"11,00 un SMARTPHONE XIAOMI POCO C75 256GB CHINA/// R$ 6.940,12"
ADM 0800100_0735_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M7 PRO 5G 256GB CHINA,"926,66",R$ 926.66,"1,00 un SMARTPHONE XIAOMI POCO M7 PRO 5G 256GB CHINA/// R$ 926,66"
ADM 0800100_0735_2025 de 30_09_2025.PDF,7,SMARTPHONE REALME C61 128GB CHINA,"3.657,36",R$ 3657.36,"7,00 un SMARTPHONE REALME C61 128GB CHINA/// R$ 3.657,36"
ADM 0800100_0735_2025 de 30_09_2025.PDF,35,SMARTPHONE XIAOMI REDMI NOTE 14 5G 256GB CHINA,"40.220,95",R$ 40220.95,"35,00 un SMARTPHONE XIAOMI REDMI NOTE 14 5G 256GB CHINA/// R$ 40.220,95"
ADM 0800100_0735_2025 de 30_09_2025.PDF,7,SMARTPHONE REALME NOTE 50 64GB CHINA,"2.434,18",R$ 2434.18,"7,00 un SMARTPHONE REALME NOTE 50 64GB CHINA/// R$ 2.434,18"
ADM 0800100_0735_2025 de 30_09_2025.PDF,3,SMARTPHONE XIAOMI REDMI NOTE 13 256GB CHINA NR DE SERIE NO,"2.704,23",R$ 2704.23,"3,00 un SMARTPHONE XIAOMI REDMI NOTE 13 256GB CHINA NR DE SERIE NO PROC 10835.723046/2025-06///R$ 2.704,23"
ADM 0800100_0735_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO X6 512GB 5G INDIA NR DE SERIE NO,"1.414,86",R$ 1414.86,"1,00 un SMARTPHONE XIAOMI POCO X6 512GB 5G INDIA NR DE SERIE NO PROC 10835.723046/2025-06///R$ 1.414,86"
ADM 0800100_0735_2025 de 30_09_2025.PDF,2,SMARTPHONE INFINIX NOTE 40 256GB 5G CHINA NR DE SERIE NO,"2.167,94",R$ 2167.94,"2,00 un SMARTPHONE INFINIX NOTE 40 256GB 5G CHINA NR DE SERIE NO PROC 10835.723046/2025-06///R$ 2.167,94"
ADM 0800100_0736_2025 de 30_09_2025.PDF,1,"TELEFONE CELULAR XIAOMI REDMI NOTE 8 (2021), 64GB, CHINA,","2.654,48",R$ 2654.48,"1,00 un TELEFONE CELULAR XIAOMI REDMI NOTE 8 (2021), 64GB, CHINA, 33652/61VV06235,/33652/61VV05009//R$ 2.654,48"
ADM 0800100_0736_2025 de 30_09_2025.PDF,2,"TELEFONE CELULAR XIAOMI REDMI NOTE 10S, 128GB, CHINA, COM","5.308,96",R$ 5308.96,"2,00 un TELEFONE CELULAR XIAOMI REDMI NOTE 10S, 128GB, CHINA, COM 33132/R1/VT06178//R$ 5.308,96"
ADM 0800100_0736_2025 de 30_09_2025.PDF,4,"TELEFONE CELULAR XIAOMI REDMI NOTE 10S, 128GB, CHINA, COM","10.617,92",R$ 10617.92,"4,00 un TELEFONE CELULAR XIAOMI REDMI NOTE 10S, 128GB, CHINA, COM 33132/R1/VT06236//R$ 10.617,92"
ADM 0800100_0736_2025 de 30_09_2025.PDF,2,"TELEFONE CELULAR XIAOMI REDMI NOTE 10S, 128GB, CHINA, COM","5.308,96",R$ 5308.96,"2,00 un TELEFONE CELULAR XIAOMI REDMI NOTE 10S, 128GB, CHINA, COM 33132/R1/VT06219//R$ 5.308,96"
ADM 0800100_0736_2025 de 30_09_2025.PDF,4,"TELEFONE CELULAR XIAOMI REDMI NOTE 10S, 128GB, CHINA, COM","10.617,92",R$ 10617.92,"4,00 un TELEFONE CELULAR XIAOMI REDMI NOTE 10S, 128GB, CHINA, COM 33132/R1/VT06239//R$ 10.617,92"
ADM 0800100_0736_2025 de 30_09_2025.PDF,2,"TELEFONE CELULAR XIAOMI REDMI NOTE 10S, 128GB, CHINA, COM","5.308,96",R$ 5308.96,"2,00 un TELEFONE CELULAR XIAOMI REDMI NOTE 10S, 128GB, CHINA, COM 33132/R1/VT06190//R$ 5.308,96"
ADM 0800100_0736_2025 de 30_09_2025.PDF,65,"SMARTPHONE XIAOMI REDMI 10A 32GB, CHINA NUMERO DE","73.052,20",R$ 73052.20,"65,00 un SMARTPHONE XIAOMI REDMI 10A 32GB, CHINA NUMERO DE SERIE/IMEI NO PROCESSO 10835.727307/2022-14///R$ 73.052,20"
ADM 0800100_0736_2025 de 30_09_2025.PDF,9,"SMARTPHONE SANSUNG GALAXY A03 CORE 32GB, CHINA NUMERO","10.114,92",R$ 10114.92,"9,00 un SMARTPHONE SANSUNG GALAXY A03 CORE 32GB, CHINA NUMERO DE SERIE/IMEI NO PROCESSO 10835.727307/2022-14///R$ 10.114,92"
ADM 0800100_0736_2025 de 30_09_2025.PDF,42,"SMARTPHONE XIAOMI REDMI NOTE 11 128GB, CHINA NUMERO DE","47.202,96",R$ 47202.96,"42,00 un SMARTPHONE XIAOMI REDMI NOTE 11 128GB, CHINA NUMERO DE SERIE/IMEI NO PROCESSO 10835.727307/2022-14///R$ 47.202,96"
ADM 0800100_0736_2025 de 30_09_2025.PDF,66,"SMARTPHONE SANSUNG GALAXY A03 128GB, CHINA NUMERO DE","139.954,32",R$ 139954.32,"66,00 un SMARTPHONE SANSUNG GALAXY A03 128GB, CHINA NUMERO DE SERIE/IMEI NO PROCESSO 10835.727307/2022-14///R$ 139.954,32"
ADM 0800100_0736_2025 de 30_09_2025.PDF,96,"SMARTPHONE XIAOMI REDMI 10C, 128GB, CHINA, RELACAO DE IMEI1","108.280,32",R$ 108280.32,"96,00 un SMARTPHONE XIAOMI REDMI 10C, 128GB, CHINA, RELACAO DE IMEI1 NO PROCESSO 10835.727499/2022-51///R$ 108.280,32"
ADM 0800100_0736_2025 de 30_09_2025.PDF,193,"SMARTPHONE XIAOMI REDMI NOTE 11, 128GB, CHINA, RELACAO DE","217.688,56",R$ 217688.56,"193,00 un SMARTPHONE XIAOMI REDMI NOTE 11, 128GB, CHINA, RELACAO DE IMEI1 NO PROCESSO 10835.727499/2022-51///R$ 217.688,56"
ADM 0800100_0736_2025 de 30_09_2025.PDF,10,"SMARTPHONE XIAOMI REDMI 10A, 128GB, CHINA SERIE OU IMEI NO","10.532,20",R$ 10532.20,"10,00 un SMARTPHONE XIAOMI REDMI 10A, 128GB, CHINA SERIE OU IMEI NO PROCESSO 10835.722393/2023-41///R$ 10.532,20"
ADM 0800100_0736_2025 de 30_09_2025.PDF,20,"SMARTPHONE REALME C55, 256GB, CHINA SERIE OU IMEI NO","21.064,40",R$ 21064.40,"20,00 un SMARTPHONE REALME C55, 256GB, CHINA SERIE OU IMEI NO PROCESSO 10835.722393/2023-41///R$ 21.064,40"
ADM 0800100_0736_2025 de 30_09_2025.PDF,81,"SMARTPHONE XIAOMI POCO M5, 128GB, CHINA SN OU IMEI NO","85.842,99",R$ 85842.99,"81,00 un SMARTPHONE XIAOMI POCO M5, 128GB, CHINA SN OU IMEI NO PROCESSO 10835.722430/2023-11///R$ 85.842,99"
ADM 0800100_0736_2025 de 30_09_2025.PDF,99,"SMARTPHONE XIAOMI POCO M5 S, 128GB, CHINA SN OU IMEI NO","104.919,21",R$ 104919.21,"99,00 un SMARTPHONE XIAOMI POCO M5 S, 128GB, CHINA SN OU IMEI NO PROCESSO 10835.722430/2023-11///R$ 104.919,21"
ADM 0800100_0736_2025 de 30_09_2025.PDF,21,"SMARTPHONE XIAOMI REDMI NOTE 12 S, 256GB, CHINA SN OU IMEI","22.255,59",R$ 22255.59,"21,00 un SMARTPHONE XIAOMI REDMI NOTE 12 S, 256GB, CHINA SN OU IMEI NO PROCESSO 10835.722430/2023-11///R$ 22.255,59"
ADM 0800100_0736_2025 de 30_09_2025.PDF,33,"SMARTPHONE XIAOMI REDMI NOTE 12, 128GB, CHINA SN OU IMEI NO","34.973,07",R$ 34973.07,"33,00 un SMARTPHONE XIAOMI REDMI NOTE 12, 128GB, CHINA SN OU IMEI NO PROCESSO 10835.722430/2023-11///R$ 34.973,07"
ADM 0800100_0736_2025 de 30_09_2025.PDF,33,"SMARTPHONE XIAOMI 11 T PRO, 256GB, CHINA SN OU IMEI NO","34.973,07",R$ 34973.07,"33,00 un SMARTPHONE XIAOMI 11 T PRO, 256GB, CHINA SN OU IMEI NO PROCESSO 10835.722430/2023-11///R$ 34.973,07"
ADM 0800100_0736_2025 de 30_09_2025.PDF,25,"SMARTPHONE MOTOROLA MOTO G22, 128GB, CHINA, SN OU IMEI NO","15.210,00",R$ 15210.00,"25,00 un SMARTPHONE MOTOROLA MOTO G22, 128GB, CHINA, SN OU IMEI NO PROC. 10835.722854/2023-86///R$ 15.210,00"
ADM 0800100_0736_2025 de 30_09_2025.PDF,15,"SMARTPHONE MOTOROLA MOTO G52, 128GB, CHINA, SN OU IMEI NO","10.864,35",R$ 10864.35,"15,00 un SMARTPHONE MOTOROLA MOTO G52, 128GB, CHINA, SN OU IMEI NO PROC. 10835.722854/2023-86///R$ 10.864,35"
ADM 0800100_0736_2025 de 30_09_2025.PDF,10,"SMARTPHONE XIAOMI REDMI 10C, 128GB, CHINA, SN OU IMEI NO","5.577,00",R$ 5577.00,"10,00 un SMARTPHONE XIAOMI REDMI 10C, 128GB, CHINA, SN OU IMEI NO PROC. 10835.722854/2023-86///R$ 5.577,00"
ADM 0800100_0736_2025 de 30_09_2025.PDF,10,"SMARTPHONE XIAOMI REDMI 10, 128GB CHINA, SN OU IMEI NO","4.780,30",R$ 4780.30,"10,00 un SMARTPHONE XIAOMI REDMI 10, 128GB CHINA, SN OU IMEI NO PROC. 10835.722854/2023-86///R$ 4.780,30"
ADM 0800100_0736_2025 de 30_09_2025.PDF,15,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO 5G, 128GB, CHINA, SN OU","17.473,50",R$ 17473.50,"15,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO 5G, 128GB, CHINA, SN OU IMEI NO PROC. 10835.722854/2023-86///R$ 17.473,50"
ADM 0800100_0736_2025 de 30_09_2025.PDF,7,"SMARTPHONE XIAOMI REDMI A2, 32GB, CHINA, SN OU IMEI NO PROC.","2.095,59",R$ 2095.59,"7,00 un SMARTPHONE XIAOMI REDMI A2, 32GB, CHINA, SN OU IMEI NO PROC. 10835.722854/2023-86///R$ 2.095,59"
ADM 0800100_0736_2025 de 30_09_2025.PDF,10,"SMARTPHONE XIAOMI POCO M5, 128GB, CHINA, SN OU IMEI NO","5.782,20",R$ 5782.20,"10,00 un SMARTPHONE XIAOMI POCO M5, 128GB, CHINA, SN OU IMEI NO PROC. 10835.722854/2023-86///R$ 5.782,20"
ADM 0800100_0736_2025 de 30_09_2025.PDF,36,"SMARTPHONE XIAOMI REDMI 9A, 32GB, CHINA, SN OU IMEI NO PROC.","10.951,20",R$ 10951.20,"36,00 un SMARTPHONE XIAOMI REDMI 9A, 32GB, CHINA, SN OU IMEI NO PROC. 10835.722854/2023-86///R$ 10.951,20"
ADM 0800100_0736_2025 de 30_09_2025.PDF,36,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 256GB, CHINA, SN OU","38.068,56",R$ 38068.56,"36,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 256GB, CHINA, SN OU IMEI NO PROC. 10835.722854/2023-86///R$ 38.068,56"
ADM 0800100_0736_2025 de 30_09_2025.PDF,15,"SMARTPHONE XIAOMI REDMI NOTE 11, 128GB, CHINA, SN OU IMEI","12.312,90",R$ 12312.90,"15,00 un SMARTPHONE XIAOMI REDMI NOTE 11, 128GB, CHINA, SN OU IMEI NO PROC. 10835.722854/2023-86///R$ 12.312,90"
ADM 0800100_0736_2025 de 30_09_2025.PDF,56,"SMARTPHONE XIAOMI REDMI 12C, 128GB, CHINA, SN OU IMEI NO","25.012,40",R$ 25012.40,"56,00 un SMARTPHONE XIAOMI REDMI 12C, 128GB, CHINA, SN OU IMEI NO PROC. 10835.722854/2023-86///R$ 25.012,40"
ADM 0800100_0736_2025 de 30_09_2025.PDF,87,"SMARTPHONE XIAOMI REDMI NOTE 12 S, 256GB, CHINA, SN OU IMEI","76.875,81",R$ 76875.81,"87,00 un SMARTPHONE XIAOMI REDMI NOTE 12 S, 256GB, CHINA, SN OU IMEI NO PROC. 10835.722854/2023-86///R$ 76.875,81"
ADM 0800100_0736_2025 de 30_09_2025.PDF,80,"SMARTPHONE XIAOMI REDMI NOTE 11 S, 128GB, CHINA, SN OU IMEI","69.145,60",R$ 69145.60,"80,00 un SMARTPHONE XIAOMI REDMI NOTE 11 S, 128GB, CHINA, SN OU IMEI NO PROC. 10835.722854/2023-86///R$ 69.145,60"
ADM 0800100_0736_2025 de 30_09_2025.PDF,20,"SMARTPHONE REALME C 53, 128GB CHINA, NUMERO DE SERIE NA","21.130,00",R$ 21130.00,"20,00 un SMARTPHONE REALME C 53, 128GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724143/2023-46///R$ 21.130,00"
ADM 0800100_0736_2025 de 30_09_2025.PDF,39,"SMARTPHONE XIAOMI REDMI 12, 256GB CHINA, NUMERO DE SERIE","41.203,50",R$ 41203.50,"39,00 un SMARTPHONE XIAOMI REDMI 12, 256GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724143/2023-46///R$ 41.203,50"
ADM 0800100_0736_2025 de 30_09_2025.PDF,50,"SMARTPHONE XIAOMI REDMI 12C, 128GB CHINA, NUMERO DE SERIE","52.825,00",R$ 52825.00,"50,00 un SMARTPHONE XIAOMI REDMI 12C, 128GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724143/2023-46///R$ 52.825,00"
ADM 0800100_0736_2025 de 30_09_2025.PDF,45,"SMARTPHONE XIAOMI REDMI NOTE 12 , 256GB CHINA, NUMERO DE","47.542,50",R$ 47542.50,"45,00 un SMARTPHONE XIAOMI REDMI NOTE 12 , 256GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724143/2023-46///R$ 47.542,50"
ADM 0800100_0736_2025 de 30_09_2025.PDF,35,"SMARTPHONE XIAOMI REDMI 10C , 64GB CHINA, NUMERO DE SERIE","36.977,50",R$ 36977.50,"35,00 un SMARTPHONE XIAOMI REDMI 10C , 64GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724143/2023-46///R$ 36.977,50"
ADM 0800100_0736_2025 de 30_09_2025.PDF,21,"SMARTPHONE XIAOMI REDMI 12, 128GB CHINA, NUMERO DE SERIE","22.186,50",R$ 22186.50,"21,00 un SMARTPHONE XIAOMI REDMI 12, 128GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724143/2023-46///R$ 22.186,50"
ADM 0800100_0736_2025 de 30_09_2025.PDF,4,"SMARTPHONE TECNO SPARK 10C/K15K, 128GB CHINA, NUMERO DE","7.772,00",R$ 7772.00,"4,00 un SMARTPHONE TECNO SPARK 10C/K15K, 128GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724902/2023-71///R$ 7.772,00"
ADM 0800100_0736_2025 de 30_09_2025.PDF,4,"SMARTPHONE TECNO SPARK 10C/K15K, 128GB CHINA, NUMERO DE","7.772,00",R$ 7772.00,"4,00 un SMARTPHONE TECNO SPARK 10C/K15K, 128GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724902/2023-71///R$ 7.772,00"
ADM 0800100_0736_2025 de 30_09_2025.PDF,4,"SMARTPHONE TECNO SPARK 10C/K15K, 128GB CHINA, NUMERO DE","7.772,00",R$ 7772.00,"4,00 un SMARTPHONE TECNO SPARK 10C/K15K, 128GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724902/2023-71///R$ 7.772,00"
ADM 0800100_0736_2025 de 30_09_2025.PDF,4,"SMARTPHONE TECNO SPARK 10C/K15K, 128GB CHINA, NUMERO DE","7.772,00",R$ 7772.00,"4,00 un SMARTPHONE TECNO SPARK 10C/K15K, 128GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724902/2023-71///R$ 7.772,00"
ADM 0800100_0736_2025 de 30_09_2025.PDF,4,"SMARTPHONE TECNO SPARK 10C/K15K, 128GB CHINA, NUMERO DE","7.772,00",R$ 7772.00,"4,00 un SMARTPHONE TECNO SPARK 10C/K15K, 128GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724902/2023-71///R$ 7.772,00"
ADM 0800100_0736_2025 de 30_09_2025.PDF,4,"SMARTPHONE TECNO SPARK 10C/K15K, 128GB CHINA, NUMERO DE","7.772,00",R$ 7772.00,"4,00 un SMARTPHONE TECNO SPARK 10C/K15K, 128GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724902/2023-71///R$ 7.772,00"
ADM 0800100_0736_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 12S, 256GB CHINA, NUMERO DE","1.029,79",R$ 1029.79,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 12S, 256GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724902/2023-71///R$ 1.029,79"
ADM 0800100_0736_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO Y5, 256GB CHINA, NUMERO DE SERIE NA","1.029,79",R$ 1029.79,"1,00 un SMARTPHONE XIAOMI POCO Y5, 256GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724902/2023-71///R$ 1.029,79"
ADM 0800100_0736_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO M5S, 128GB CHINA, NUMERO DE SERIE","1.029,79",R$ 1029.79,"1,00 un SMARTPHONE XIAOMI POCO M5S, 128GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724902/2023-71///R$ 1.029,79"
ADM 0800100_0736_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 256GB CHINA, NUMERO","1.029,79",R$ 1029.79,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 256GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724902/2023-71///R$ 1.029,79"
ADM 0800100_0736_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO 256GB 5G CHINA,","1.029,79",R$ 1029.79,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO 256GB 5G CHINA, 71///R$ 1.029,79"
ADM 0800100_0736_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI NOTE 12 , 128GB CHINA, NUMERO DE","3.089,37",R$ 3089.37,"3,00 un SMARTPHONE XIAOMI REDMI NOTE 12 , 128GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724902/2023-71///R$ 3.089,37"
ADM 0800100_0736_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI NOTE 12, 128GB CHINA, NUMERO DE","3.089,37",R$ 3089.37,"3,00 un SMARTPHONE XIAOMI REDMI NOTE 12, 128GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724902/2023-71///R$ 3.089,37"
ADM 0800100_0736_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI NOTE 12, 128GB CHINA, NUMERO DE","3.089,37",R$ 3089.37,"3,00 un SMARTPHONE XIAOMI REDMI NOTE 12, 128GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724902/2023-71///R$ 3.089,37"
ADM 0800100_0736_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI NOTE 12, 256GB CHINA, NUMERO DE","3.089,37",R$ 3089.37,"3,00 un SMARTPHONE XIAOMI REDMI NOTE 12, 256GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724902/2023-71///R$ 3.089,37"
ADM 0800100_0736_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI NOTE 12, 256GB CHINA, NUMERO DE","3.089,37",R$ 3089.37,"3,00 un SMARTPHONE XIAOMI REDMI NOTE 12, 256GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724902/2023-71///R$ 3.089,37"
ADM 0800100_0736_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI A2, 32GB CHINA, NUMERO DE SERIE NA","2.059,58",R$ 2059.58,"2,00 un SMARTPHONE XIAOMI REDMI A2, 32GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724902/2023-71///R$ 2.059,58"
ADM 0800100_0736_2025 de 30_09_2025.PDF,4,"SMARTPHONE XIAOMI REDMI 12C, 128GB CHINA, NUMERO DE SERIE","4.119,16",R$ 4119.16,"4,00 un SMARTPHONE XIAOMI REDMI 12C, 128GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724902/2023-71///R$ 4.119,16"
ADM 0800100_0736_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI 12C, 128GB CHINA, NUMERO DE SERIE","3.089,37",R$ 3089.37,"3,00 un SMARTPHONE XIAOMI REDMI 12C, 128GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724902/2023-71///R$ 3.089,37"
ADM 0800100_0736_2025 de 30_09_2025.PDF,4,"SMARTPHONE XIAOMI REDMI 12, 128GB CHINA, NUMERO DE SERIE","4.119,16",R$ 4119.16,"4,00 un SMARTPHONE XIAOMI REDMI 12, 128GB CHINA, NUMERO DE SERIE NA PLANILHA DO PROCESSO 10835.724902/2023-71///R$ 4.119,16"
ADM 0800100_0736_2025 de 30_09_2025.PDF,7,"SMARTPHONE APPLE APARENTA SER IPHONE 10, 64GB ORIGEM NAO","14.296,31",R$ 14296.31,"7,00 un SMARTPHONE APPLE APARENTA SER IPHONE 10, 64GB ORIGEM NAO IDENTIFICADA ,SEM CAIXA E SEM ACESSORIOS///R$ 14.296,31"
ADM 0800100_0736_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 11S, 128GB CHINA , SN NA","1.006,92",R$ 1006.92,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 11S, 128GB CHINA , SN NA PLANILHA DO PROCESSO 10835.720004/2024-24///R$ 1.006,92"
ADM 0800100_0736_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 11S, 128GB 5G CHINA , SN NA","1.006,92",R$ 1006.92,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 11S, 128GB 5G CHINA , SN NA PLANILHA DO PROCESSO 10835.720004/2024-24///R$ 1.006,92"
ADM 0800100_0736_2025 de 30_09_2025.PDF,9,"SMARTPHONE MOTOROLA MOTO G 22, 128GB CHINA , SN NA","5.557,05",R$ 5557.05,"9,00 un SMARTPHONE MOTOROLA MOTO G 22, 128GB CHINA , SN NA PLANILHA DO PROCESSO 10835.720004/2024-24///R$ 5.557,05"
ADM 0800100_0736_2025 de 30_09_2025.PDF,11,"SMARTPHONE MOTOROLA MOTO G 72, 128GB CHINA , SN NA","6.791,95",R$ 6791.95,"11,00 un SMARTPHONE MOTOROLA MOTO G 72, 128GB CHINA , SN NA PLANILHA DO PROCESSO 10835.720004/2024-24///R$ 6.791,95"
